Id,SalePrice
1461,139000.0
1462,135000.0
1463,124000.0
1464,183200.0
1465,163500.0
1466,168000.0
1467,153500.0
1468,168000.0
1469,282922.0
1470,125000.0
1471,271900.0
1472,106000.0
1473,106000.0
1474,148500.0
1475,142500.0
1476,276000.0
1477,191000.0
1478,277500.0
1479,266000.0
1480,275000.0
1481,305000.0
1482,224000.0
1483,182000.0
1484,131500.0
1485,180000.0
1486,156932.0
1487,155835.0
1488,192000.0
1489,170000.0
1490,160200.0
1491,164500.0
1492,80000.0
1493,154000.0
1494,290000.0
1495,231500.0
1496,164990.0
1497,151000.0
1498,173733.0
1499,147000.0
1500,154000.0
1501,165000.0
1502,187000.0
1503,230000.0
1504,190000.0
1505,207500.0
1506,132500.0
1507,168500.0
1508,175000.0
1509,158000.0
1510,145000.0
1511,110000.0
1512,117000.0
1513,140000.0
1514,88000.0
1515,131000.0
1516,140000.0
1517,135960.0
1518,80000.0
1519,153500.0
1520,125000.0
1521,128500.0
1522,143000.0
1523,68400.0
1524,135000.0
1525,98600.0
1526,129000.0
1527,100000.0
1528,144900.0
1529,109008.0
1530,170000.0
1531,121500.0
1532,100000.0
1533,134800.0
1534,116000.0
1535,159000.0
1536,118500.0
1537,115000.0
1538,88000.0
1539,157000.0
1540,91500.0
1541,154000.0
1542,117000.0
1543,239000.0
1544,139000.0
1545,152000.0
1546,132500.0
1547,155000.0
1548,118500.0
1549,145000.0
1550,113000.0
1551,119200.0
1552,174000.0
1553,113000.0
1554,132000.0
1555,133000.0
1556,60000.0
1557,67000.0
1558,127000.0
1559,91500.0
1560,145000.0
1561,118000.0
1562,115000.0
1563,124500.0
1564,187500.0
1565,238000.0
1566,190000.0
1567,100000.0
1568,260000.0
1569,140000.0
1570,138500.0
1571,119750.0
1572,129000.0
1573,301500.0
1574,109500.0
1575,275000.0
1576,290000.0
1577,153900.0
1578,100000.0
1579,144000.0
1580,173000.0
1581,143000.0
1582,122000.0
1583,207500.0
1584,248000.0
1585,131500.0
1586,90000.0
1587,112000.0
1588,124900.0
1589,116000.0
1590,187500.0
1591,85000.0
1592,119900.0
1593,167500.0
1594,55000.0
1595,87000.0
1596,176500.0
1597,143000.0
1598,145000.0
1599,275000.0
1600,190000.0
1601,115000.0
1602,89471.0
1603,100000.0
1604,275000.0
1605,168500.0
1606,130000.0
1607,108000.0
1608,260400.0
1609,170000.0
1610,162000.0
1611,140000.0
1612,179900.0
1613,115000.0
1614,132250.0
1615,109500.0
1616,102000.0
1617,106000.0
1618,124500.0
1619,127000.0
1620,88000.0
1621,106000.0
1622,151500.0
1623,272000.0
1624,216500.0
1625,128500.0
1626,140000.0
1627,173000.0
1628,184000.0
1629,180000.0
1630,164990.0
1631,181134.0
1632,214000.0
1633,180000.0
1634,188000.0
1635,165600.0
1636,176000.0
1637,213000.0
1638,178000.0
1639,140000.0
1640,148500.0
1641,82500.0
1642,253000.0
1643,248000.0
1644,299800.0
1645,175000.0
1646,131400.0
1647,175500.0
1648,108000.0
1649,127000.0
1650,132500.0
1651,120500.0
1652,100000.0
1653,106000.0
1654,148500.0
1655,127500.0
1656,148500.0
1657,148500.0
1658,149500.0
1659,129500.0
1660,149500.0
1661,325624.0
1662,325624.0
1663,315000.0
1664,337500.0
1665,253293.0
1666,326000.0
1667,335000.0
1668,290000.0
1669,315000.0
1670,320000.0
1671,197000.0
1672,278000.0
1673,156932.0
1674,171750.0
1675,194700.0
1676,185850.0
1677,230000.0
1678,315500.0
1679,611657.0
1680,320000.0
1681,253293.0
1682,297000.0
1683,174000.0
1684,163990.0
1685,179540.0
1686,246578.0
1687,242000.0
1688,156932.0
1689,215000.0
1690,183200.0
1691,225000.0
1692,183200.0
1693,145000.0
1694,173000.0
1695,170000.0
1696,165600.0
1697,168500.0
1698,223500.0
1699,232000.0
1700,216500.0
1701,190000.0
1702,204900.0
1703,244600.0
1704,149000.0
1705,164990.0
1706,272000.0
1707,201000.0
1708,170000.0
1709,279500.0
1710,207500.0
1711,214900.0
1712,244600.0
1713,207500.0
1714,177500.0
1715,187000.0
1716,170000.0
1717,185000.0
1718,84500.0
1719,213500.0
1720,214000.0
1721,144000.0
1722,84500.0
1723,155000.0
1724,170000.0
1725,190000.0
1726,173000.0
1727,170000.0
1728,85000.0
1729,83500.0
1730,169000.0
1731,125000.0
1732,127000.0
1733,135000.0
1734,107000.0
1735,130000.0
1736,139000.0
1737,190000.0
1738,238000.0
1739,165150.0
1740,171750.0
1741,197000.0
1742,165000.0
1743,165000.0
1744,555000.0
1745,143750.0
1746,144000.0
1747,190000.0
1748,189000.0
1749,143000.0
1750,122000.0
1751,190000.0
1752,133000.0
1753,80000.0
1754,179900.0
1755,197900.0
1756,120500.0
1757,82500.0
1758,160000.0
1759,161500.0
1760,144000.0
1761,166000.0
1762,124000.0
1763,145000.0
1764,154000.0
1765,107000.0
1766,180000.0
1767,110500.0
1768,156000.0
1769,137000.0
1770,135000.0
1771,62383.0
1772,139950.0
1773,161500.0
1774,66500.0
1775,110000.0
1776,125000.0
1777,135000.0
1778,146000.0
1779,106500.0
1780,254900.0
1781,100000.0
1782,105900.0
1783,151000.0
1784,122500.0
1785,112000.0
1786,129900.0
1787,151000.0
1788,94000.0
1789,79500.0
1790,80000.0
1791,88000.0
1792,98600.0
1793,154000.0
1794,109000.0
1795,128500.0
1796,239000.0
1797,118500.0
1798,123000.0
1799,119000.0
1800,91000.0
1801,68400.0
1802,110000.0
1803,88000.0
1804,86000.0
1805,143000.0
1806,87000.0
1807,117500.0
1808,105000.0
1809,113000.0
1810,179900.0
1811,113000.0
1812,94000.0
1813,152000.0
1814,100000.0
1815,90000.0
1816,123000.0
1817,122500.0
1818,125500.0
1819,161000.0
1820,87000.0
1821,66500.0
1822,132000.0
1823,79000.0
1824,174000.0
1825,207000.0
1826,145000.0
1827,100000.0
1828,127500.0
1829,125000.0
1830,88000.0
1831,87000.0
1832,52000.0
1833,152000.0
1834,164700.0
1835,200000.0
1836,64500.0
1837,81000.0
1838,85000.0
1839,79900.0
1840,179000.0
1841,134900.0
1842,100000.0
1843,129000.0
1844,135960.0
1845,160000.0
1846,165500.0
1847,187000.0
1848,82000.0
1849,98300.0
1850,139000.0
1851,168000.0
1852,180000.0
1853,212000.0
1854,135500.0
1855,164500.0
1856,236000.0
1857,139600.0
1858,142953.0
1859,106500.0
1860,153337.0
1861,118858.0
1862,173000.0
1863,173000.0
1864,173000.0
1865,337500.0
1866,274000.0
1867,147000.0
1868,185850.0
1869,149000.0
1870,221500.0
1871,312500.0
1872,179540.0
1873,320000.0
1874,163500.0
1875,152000.0
1876,290000.0
1877,214000.0
1878,149300.0
1879,125500.0
1880,119000.0
1881,143000.0
1882,179540.0
1883,151000.0
1884,151000.0
1885,203000.0
1886,312500.0
1887,149300.0
1888,149000.0
1889,163990.0
1890,154500.0
1891,140000.0
1892,125000.0
1893,145000.0
1894,136500.0
1895,119000.0
1896,120000.0
1897,127500.0
1898,135000.0
1899,115000.0
1900,234000.0
1901,135000.0
1902,117000.0
1903,144000.0
1904,154000.0
1905,105000.0
1906,144000.0
1907,235000.0
1908,171000.0
1909,124000.0
1910,178000.0
1911,175000.0
1912,217000.0
1913,151000.0
1914,79500.0
1915,275000.0
1916,90000.0
1917,127000.0
1918,125000.0
1919,170000.0
1920,135000.0
1921,315500.0
1922,201000.0
1923,165600.0
1924,194000.0
1925,171900.0
1926,374000.0
1927,119500.0
1928,82500.0
1929,137500.0
1930,164500.0
1931,170000.0
1932,85400.0
1933,187000.0
1934,171000.0
1935,188000.0
1936,177000.0
1937,185000.0
1938,173000.0
1939,280000.0
1940,204900.0
1941,168000.0
1942,219500.0
1943,275000.0
1944,184750.0
1945,374000.0
1946,143900.0
1947,374000.0
1948,185000.0
1949,202500.0
1950,129900.0
1951,271900.0
1952,82500.0
1953,134000.0
1954,120000.0
1955,83000.0
1956,214000.0
1957,139500.0
1958,214000.0
1959,88000.0
1960,135000.0
1961,140000.0
1962,200000.0
1963,106000.0
1964,106000.0
1965,179400.0
1966,135000.0
1967,162000.0
1968,555000.0
1969,611657.0
1970,383970.0
1971,310000.0
1972,335000.0
1973,189000.0
1974,345000.0
1975,160000.0
1976,179900.0
1977,216500.0
1978,225000.0
1979,197000.0
1980,245500.0
1981,266000.0
1982,160200.0
1983,207500.0
1984,151000.0
1985,203000.0
1986,175900.0
1987,159895.0
1988,156932.0
1989,156932.0
1990,156932.0
1991,230000.0
1992,250000.0
1993,163990.0
1994,173000.0
1995,179000.0
1996,248000.0
1997,191000.0
1998,285000.0
1999,190000.0
2000,179540.0
2001,290000.0
2002,176432.0
2003,270000.0
2004,189000.0
2005,160200.0
2006,153900.0
2007,159895.0
2008,176000.0
2009,173000.0
2010,164500.0
2011,141000.0
2012,182000.0
2013,187000.0
2014,187000.0
2015,212000.0
2016,154000.0
2017,172500.0
2018,133000.0
2019,132000.0
2020,106500.0
2021,129500.0
2022,175000.0
2023,151000.0
2024,237000.0
2025,244000.0
2026,214000.0
2027,154000.0
2028,146000.0
2029,172500.0
2030,285000.0
2031,328900.0
2032,315000.0
2033,149300.0
2034,145000.0
2035,193000.0
2036,165000.0
2037,165000.0
2038,228000.0
2039,232000.0
2040,211000.0
2041,272000.0
2042,175000.0
2043,145000.0
2044,141000.0
2045,172500.0
2046,66500.0
2047,153575.0
2048,115000.0
2049,108000.0
2050,184000.0
2051,106500.0
2052,148000.0
2053,145500.0
2054,145000.0
2055,107000.0
2056,143000.0
2057,135000.0
2058,176000.0
2059,143000.0
2060,132500.0
2061,119000.0
2062,157900.0
2063,117000.0
2064,115000.0
2065,98600.0
2066,120000.0
2067,110000.0
2068,80000.0
2069,90000.0
2070,100000.0
2071,100000.0
2072,139400.0
2073,141000.0
2074,160000.0
2075,129000.0
2076,167500.0
2077,129000.0
2078,119000.0
2079,136500.0
2080,110000.0
2081,110000.0
2082,79000.0
2083,120000.0
2084,80000.0
2085,66500.0
2086,106500.0
2087,66500.0
2088,98000.0
2089,105000.0
2090,122500.0
2091,81000.0
2092,130000.0
2093,161000.0
2094,81000.0
2095,140000.0
2096,79500.0
2097,81000.0
2098,129500.0
2099,64500.0
2100,85000.0
2101,76000.0
2102,140000.0
2103,112000.0
2104,106000.0
2105,113000.0
2106,87000.0
2107,244400.0
2108,115000.0
2109,80000.0
2110,125000.0
2111,117000.0
2112,167500.0
2113,120000.0
2114,132000.0
2115,130500.0
2116,140000.0
2117,117000.0
2118,132500.0
2119,66500.0
2120,160000.0
2121,106500.0
2122,130500.0
2123,98300.0
2124,135000.0
2125,200000.0
2126,133000.0
2127,104000.0
2128,109500.0
2129,79500.0
2130,106000.0
2131,97500.0
2132,87000.0
2133,105900.0
2134,113000.0
2135,100000.0
2136,113000.0
2137,109500.0
2138,133000.0
2139,187500.0
2140,145500.0
2141,133900.0
2142,155000.0
2143,129000.0
2144,135000.0
2145,176000.0
2146,175000.0
2147,168000.0
2148,125500.0
